customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Churn,age,zipcode
3219-JQRSL,Female,1,Yes,No,72,No,64,96470
2801-NISEI,Male,0,No,No,24,No,25,44744
3946-MHCZW,Male,0,No,No,1,Yes,47,42050
4623-ZKHLY,Male,0,Yes,No,22,No,55,71092
6732-VAILE,Male,0,Yes,Yes,70,No,24,34966
8201-AAXCB,Male,0,Yes,Yes,25,No,58,75787
7696-CFTAT,Male,0,Yes,Yes,37,No,55,62510
1845-CSBRZ,Female,1,Yes,Yes,22,No,76,53911
2123-VSCOT,Female,0,Yes,Yes,59,No,38,82326
6651-AZVTJ,Male,0,Yes,Yes,49,Yes,30,28674
4566-GOLUK,Male,0,Yes,Yes,47,Yes,31,60567
2484-DGXPZ,Female,0,Yes,Yes,31,Yes,35,77157
2018-QKYGT,Male,0,Yes,Yes,1,No,28,51310
2792-VPPET,Male,0,No,No,3,No,18,17837
7409-JURKQ,Female,0,Yes,No,53,No,39,42076
3247-MHJKM,Male,0,No,No,1,No,59,83902
1964-SVLEA,Male,0,No,No,20,No,46,38145
4587-NUKOX,Female,0,No,No,3,Yes,52,65269
7297-DVYGA,Female,0,No,No,51,No,19,62076
2239-CGBUZ,Female,0,Yes,No,51,No,24,24747
0854-UYHZD,Female,0,Yes,Yes,13,No,44,25659
7243-LCGGZ,Female,0,No,No,1,No,17,45495
8267-KFGYD,Male,0,No,Yes,1,No,32,89108
4890-VMUAV,Male,0,No,No,63,No,58,91325
9261-WDCAF,Male,0,No,No,3,No,55,66138
3764-MNMOI,Male,0,No,No,46,No,26,49346
7442-YGZFK,Male,0,No,No,1,No,54,24998
0420-BWTPW,Male,0,No,Yes,8,Yes,20,15745
8229-BUJHX,Female,0,Yes,Yes,71,No,56,96242
7449-HVPIV,Male,0,Yes,Yes,55,No,42,42030
5504-WSIUR,Female,0,No,No,70,No,51,58330
8183-ONMXC,Female,0,No,No,2,Yes,47,88466
8466-PZBLH,Male,0,Yes,Yes,67,No,48,42348
9614-RMGHA,Male,0,Yes,No,65,Yes,56,98197
8735-IJJEG,Male,0,Yes,No,14,No,25,86788
0564-MUUQK,Female,0,Yes,Yes,20,No,53,82526
5054-IEXZT,Male,0,No,Yes,1,Yes,32,47664
5834-ASPWA,Male,0,No,No,1,Yes,33,23768
0701-RFGFI,Female,0,Yes,Yes,49,No,21,55682
0019-EFAEP,Female,0,No,No,72,No,30,20255
5619-PTMIK,Female,0,Yes,No,46,No,26,78892
3737-XBQDD,Male,0,No,No,24,No,15,89992
5882-CMAZQ,Female,0,Yes,Yes,5,No,29,54257
5846-QFDFI,Female,0,Yes,Yes,33,No,17,35183
4445-KWOKW,Female,0,No,No,42,No,22,60729
3511-APPBJ,Male,0,No,No,23,No,23,29275
7967-HYCDE,Male,0,No,No,8,No,31,37237
2430-RRYUW,Male,0,No,No,66,No,53,64117
3948-XHGNA,Male,0,No,No,24,Yes,20,40907
3723-BFBGR,Male,1,No,No,24,No,79,85856
0565-IYCGT,Male,0,No,No,69,Yes,19,70308
5447-WZAFP,Female,0,No,No,53,No,46,58743
5110-CHOPY,Female,0,No,No,60,No,43,83437
5445-UTODQ,Female,0,Yes,No,7,Yes,25,66236
4425-OWHWB,Female,0,No,No,20,No,54,24181
7892-QVYKW,Female,0,Yes,Yes,23,No,31,61704
9675-ICXCT,Male,0,Yes,Yes,72,No,56,15910
1024-VRZHF,Male,0,Yes,No,11,Yes,51,76926
4703-MQYKT,Male,0,No,No,21,No,18,65021
9497-QCMMS,Male,1,No,No,1,Yes,77,98358
5692-ICXLW,Male,1,No,No,31,No,76,87035
0602-DDUML,Female,0,No,No,57,No,24,64087
2208-MPXIO,Female,0,Yes,Yes,45,No,31,43844
1960-UYCNN,Male,0,No,No,10,No,18,34934
0348-SDKOL,Female,0,Yes,No,58,Yes,41,56585
3190-FZATL,Male,0,No,Yes,14,No,29,58463
7336-RLLRH,Male,0,Yes,No,27,No,16,88290
4373-MAVJG,Female,0,Yes,Yes,14,Yes,53,84845
8901-HJXTF,Female,0,Yes,Yes,12,Yes,49,86411
7710-JSYOA,Female,0,Yes,Yes,69,No,25,24395
5419-KLXBN,Female,0,Yes,Yes,25,Yes,50,30433
3424-NMNBO,Male,1,Yes,No,58,Yes,67,62974
9885-MFVSU,Female,0,Yes,Yes,35,No,40,87958
4514-GFCFI,Female,1,No,No,16,Yes,67,29669
0607-MVMGC,Male,0,Yes,Yes,45,No,20,32511
3365-SAIGS,Female,0,No,No,17,No,29,58007
9828-AOQLM,Female,0,Yes,Yes,1,Yes,49,63653
8022-BECSI,Male,0,No,No,22,No,38,39453
8000-REIQB,Female,1,No,No,1,Yes,69,40482
9993-LHIEB,Male,0,Yes,Yes,67,No,27,84188
0266-CLZKZ,Female,0,Yes,Yes,67,No,23,81607
7615-ESMYF,Female,0,Yes,No,2,Yes,53,19469
3858-VOBET,Male,0,No,No,23,Yes,55,54281
7020-OZKXZ,Female,1,No,No,9,No,73,93195
3977-QCRSL,Female,0,No,No,5,No,26,36940
0017-DINOC,Male,0,No,No,54,No,57,11275
1447-PJGGA,Female,0,No,No,57,Yes,42,85581
8565-CLBZW,Male,0,No,No,24,Yes,56,12764
9139-WQQDY,Female,0,Yes,Yes,49,Yes,22,69963
0224-HJAPT,Male,0,No,No,5,Yes,55,67615
8086-OVPWV,Male,0,No,No,2,Yes,29,31096
9430-FRQOC,Female,0,No,Yes,4,Yes,36,13080
7639-OPLNG,Male,0,Yes,Yes,70,No,57,51226
3074-GQWYX,Male,0,No,No,5,Yes,16,33219
1492-QGCLU,Male,0,Yes,Yes,53,No,35,35979
6845-RGTYS,Female,0,Yes,No,47,Yes,56,26678
7328-OWMOM,Female,0,No,Yes,31,No,18,46036
4418-LZMSV,Male,0,Yes,Yes,13,No,30,66190
5155-AZQPB,Female,0,Yes,Yes,28,No,20,17672
8861-HGGKB,Female,0,No,No,10,Yes,27,56630
1087-GRUYI,Male,0,Yes,No,38,No,18,49896
7065-YUNRY,Female,0,No,No,1,Yes,35,62099
7694-VLBWQ,Male,0,Yes,No,67,Yes,19,13944
2546-KZAAT,Male,0,Yes,No,52,No,54,20663
0181-RITDD,Male,0,Yes,Yes,62,No,45,61276
5989-PGKJB,Female,0,No,No,16,No,20,46816
4795-KTRTH,Female,1,Yes,No,5,Yes,73,93976
8272-ONJLV,Male,0,No,No,12,No,16,48486
1488-PBLJN,Female,0,Yes,Yes,72,No,57,45955
0308-GIQJT,Male,1,No,No,71,No,70,79227
3778-FOAQW,Female,0,Yes,No,24,No,59,78678
4452-ROHMO,Female,0,No,No,15,No,55,62717
6481-OGDOO,Male,0,Yes,No,67,Yes,38,71844
3090-LETTY,Male,0,No,Yes,2,No,37,72466
5349-AZPEW,Female,0,Yes,Yes,5,No,28,37756
3753-TSEMP,Female,0,Yes,No,15,Yes,47,10666
8305-VHZBZ,Male,0,No,No,1,Yes,47,89378
9720-JJJOR,Male,0,Yes,Yes,41,No,22,85412
8100-HZZLJ,Female,0,No,Yes,43,No,27,24546
8775-ERLNB,Male,1,Yes,No,1,No,62,89827
8309-IEYJD,Female,1,No,No,1,No,75,80289
9172-JITSM,Female,0,Yes,Yes,26,Yes,38,86089
6298-QDFNH,Male,0,No,No,22,Yes,34,29683
7398-HPYZQ,Male,0,Yes,No,71,No,41,39235
3546-GHEAE,Male,0,No,No,7,No,50,51397
7361-YPXFS,Female,1,No,No,28,No,60,67665
6557-BZXLQ,Male,1,No,No,16,No,73,45840
2550-QHZGP,Male,0,No,No,7,No,48,14990
7519-JTWQH,Female,0,No,No,69,No,47,19040
2538-OIMXF,Female,0,No,Yes,1,No,17,50074
8543-MSDMF,Male,0,No,No,3,No,19,79167
9961-JBNMK,Male,1,No,No,21,Yes,67,69915
1170-SASML,Female,0,Yes,No,69,No,30,50524
4872-JCVCA,Female,0,Yes,No,71,No,30,44546
5346-BZCHP,Female,0,Yes,Yes,69,No,41,61790
2038-LLMLM,Female,0,No,No,48,No,50,53116
6173-ITPWD,Male,0,Yes,No,47,Yes,27,76118
9734-UYXQI,Female,0,No,No,2,Yes,44,52436
1216-BGTSP,Male,0,No,No,45,No,28,62190
4138-NAXED,Male,0,No,No,51,No,31,27490
2189-UXTKY,Female,0,Yes,No,22,Yes,57,23192
0744-BIKKF,Male,0,No,No,72,No,42,46263
7483-IQWIB,Male,0,Yes,Yes,37,No,22,58745
5248-KWLAR,Male,0,Yes,Yes,71,No,38,34169
4958-GZWIY,Male,0,Yes,Yes,7,Yes,31,65246
7996-MHXLW,Female,0,No,No,66,No,18,29948
7833-PKIHD,Male,0,Yes,Yes,51,No,18,72256
7061-OVMIM,Female,0,Yes,Yes,30,No,24,59519
5153-RTHKF,Female,0,No,No,34,No,34,39771
1852-QSWCD,Male,0,Yes,Yes,64,No,55,18082
4832-VRBMR,Male,1,Yes,No,65,No,77,75204
9079-LWTFD,Male,0,No,No,47,No,29,85417
6356-ELRKD,Female,0,No,No,1,Yes,46,83261
8624-GIOUT,Female,0,No,No,49,Yes,26,37462
3392-EHMNK,Female,0,Yes,Yes,67,No,50,73038
5986-WWXDV,Male,0,No,Yes,39,No,39,58886
3061-BCKYI,Male,0,No,No,14,No,45,53712
6179-GJPSO,Female,1,No,No,43,Yes,75,42429
7901-TBKJX,Male,1,No,No,56,No,68,11486
7228-PAQPD,Female,0,No,No,14,No,31,86007
3177-LASXD,Female,0,No,No,1,Yes,42,51563
7746-QYVCO,Male,0,Yes,Yes,16,No,18,96880
5804-HYIEZ,Male,0,Yes,Yes,70,No,34,97348
9919-FZDED,Male,1,Yes,No,72,No,77,30263
5934-TSSAU,Female,0,Yes,Yes,23,No,47,75283
3486-KHMLI,Male,0,No,Yes,21,No,56,32876
4897-QSUYC,Female,0,No,No,1,Yes,58,17416
1084-UQCHV,Male,0,No,Yes,1,Yes,56,16707
8290-YWKHZ,Female,1,Yes,No,32,Yes,61,10153
2955-BJZHG,Male,0,Yes,Yes,17,Yes,22,19554
3806-DXQOM,Female,0,No,No,4,Yes,59,73794
6784-XYJAE,Female,0,No,No,36,No,57,14160
3933-DQPWX,Female,0,No,No,50,No,38,12355
6661-EIPZC,Female,0,Yes,Yes,48,No,26,12150
8957-THMOA,Female,0,No,Yes,50,No,42,19853
2251-PYLPB,Male,0,Yes,No,72,No,27,13135
5555-RNPGT,Male,0,No,Yes,10,No,20,95577
1057-FOGLZ,Female,0,No,No,18,No,34,58142
9300-RENDD,Male,0,No,No,1,Yes,42,51462
0761-AETCS,Female,0,No,No,1,Yes,27,46208
8087-LGYHQ,Male,0,No,No,9,No,38,98520
4137-BTIKL,Male,0,No,No,2,No,38,78331
2190-BCXEC,Female,0,Yes,No,40,No,19,56146
6227-FBDXH,Male,0,Yes,No,69,No,37,37219
2153-MREFK,Female,0,Yes,No,37,Yes,16,36799
2911-WDXMV,Male,0,No,Yes,18,No,27,36647
7206-PQBBZ,Male,1,Yes,No,11,No,76,81828
3106-ULWFW,Female,0,Yes,No,8,Yes,47,48649
0925-VYDLG,Female,0,No,No,3,Yes,34,51287
4547-FZJWE,Male,0,Yes,Yes,55,No,42,25291
7422-WNBTY,Male,0,Yes,No,33,No,47,70176
0842-IWYCP,Female,0,No,No,46,No,33,74679
3521-HTQTV,Male,0,No,No,34,No,42,99308
3744-ZBHON,Female,0,No,No,3,No,27,22943
3373-DIUUN,Male,0,Yes,Yes,30,No,38,79682
8383-SGHJU,Female,0,No,No,33,No,55,65549
7607-QKKTJ,Male,0,Yes,Yes,45,No,31,46409
7707-PYBBH,Male,0,No,No,40,No,52,97848
8984-HPEMB,Female,0,No,No,71,No,46,48639
4349-GFQHK,Male,0,No,No,1,Yes,43,50235
4139-DETXS,Female,0,Yes,Yes,72,No,51,17887
9779-DPNEJ,Female,0,Yes,Yes,22,No,17,98852
9805-FILKB,Male,0,Yes,Yes,46,No,38,34738
5793-YOLJN,Female,0,Yes,Yes,55,No,42,28694
0673-IGUQO,Male,0,No,No,1,No,52,78102
4123-FCVCB,Female,0,No,No,12,No,47,27216
8819-IMISP,Male,0,No,No,31,No,59,15436
7802-EFKNY,Male,0,Yes,No,5,Yes,49,50633
8311-UEUAB,Female,0,Yes,Yes,67,No,20,37608
5858-EAFCZ,Male,0,No,No,1,No,24,75624
8035-BUYVG,Male,0,Yes,No,40,Yes,59,62511
1163-ONYEY,Male,0,Yes,Yes,41,No,37,35039
9787-XVQIU,Male,0,No,No,1,Yes,44,74249
8945-MUQUF,Male,0,No,No,51,Yes,35,60267
5656-MJEFC,Male,0,Yes,Yes,42,No,40,10833
6082-OQFBA,Male,0,Yes,Yes,23,No,22,83519
8051-HJRLT,Female,1,No,No,1,Yes,60,98841
8974-OVACP,Female,0,No,No,1,No,26,56079
4010-YLMVT,Female,0,No,No,56,No,42,31941
1379-FRVEB,Male,0,No,Yes,15,No,49,54581
8612-GXIDD,Male,0,Yes,Yes,12,No,22,79825
6288-CHQJB,Female,0,Yes,Yes,54,No,19,16688
8160-HOWOX,Female,0,No,No,7,No,53,56406
3023-GFLBR,Female,0,Yes,Yes,33,Yes,30,57108
6648-INWPS,Male,0,Yes,Yes,16,No,29,13661
4223-BKEOR,Female,0,No,Yes,21,No,45,46845
4079-VTGLK,Male,1,Yes,No,30,No,64,41823
1763-WQFUK,Male,0,No,No,3,No,54,43425
1391-UBDAR,Male,0,No,No,11,No,54,24247
8894-JVDCV,Female,0,No,No,62,No,18,16249
2023-VQFDL,Male,0,No,No,18,No,38,16496
1345-GKDZZ,Male,0,No,Yes,6,No,15,61667
2014-MKGMH,Female,0,No,No,46,No,15,75059
5628-FCGYG,Male,0,No,No,21,No,55,74529
2560-WBWXF,Male,0,No,No,68,No,59,50222
0248-IPDFW,Female,0,No,No,1,No,33,24475
7978-DKUQH,Female,0,Yes,No,25,No,54,24186
4335-UPJSI,Female,0,No,Yes,24,No,36,55149
0524-IAVZO,Female,0,Yes,No,30,Yes,35,66467
2737-YNGYW,Female,0,No,No,2,Yes,33,19983
1784-EZDKJ,Male,0,Yes,No,51,No,40,35770
9297-FVVDH,Female,0,Yes,Yes,57,No,57,42258
8007-YYPWD,Female,0,No,No,15,No,41,88744
7101-HRBLJ,Female,0,Yes,Yes,72,No,32,66422
5159-YFPKQ,Female,0,No,No,2,Yes,46,59069
6635-CPNUN,Male,0,Yes,No,28,No,26,70400
4021-RQSNY,Male,1,Yes,No,29,Yes,70,73327
5453-YBTWV,Male,0,Yes,Yes,70,No,31,55099
5039-LZRQT,Female,0,No,No,13,No,38,40362
2931-VUVJN,Female,1,Yes,No,59,No,66,17742
9061-TIHDA,Male,1,Yes,No,13,Yes,66,79697
8699-ASUFO,Male,1,Yes,No,7,Yes,61,70203
6418-PIQSP,Female,0,Yes,No,62,No,58,87914
8220-OCUFY,Female,0,No,No,21,No,32,42348
3995-WFCSM,Female,0,No,No,2,No,53,82915
1895-QTKDO,Female,0,No,No,1,No,31,48223
2038-OEQZH,Male,0,No,No,4,No,55,99477
1178-PZGAB,Female,0,No,No,19,No,34,27964
7927-AUXBZ,Female,0,No,No,30,Yes,26,69391
2626-VEEWG,Male,0,Yes,Yes,67,No,20,68362
2878-RMWXY,Male,1,Yes,No,72,No,74,75426
1657-DYMBM,Male,0,Yes,No,53,No,40,28395
7311-MQJCH,Female,0,No,No,5,No,50,66526
7375-WMVMT,Male,1,Yes,No,71,No,76,91213
1136-XGEQU,Female,0,Yes,Yes,50,No,48,29153
2530-FMFXO,Male,0,Yes,Yes,56,No,34,76998
6844-DZKRF,Male,0,No,No,2,No,54,20975
4695-WJZUE,Female,1,No,No,2,Yes,79,90109
7619-ODSGN,Male,0,Yes,Yes,24,Yes,41,39143
5970-GHJAW,Male,0,Yes,Yes,46,No,21,35507
8879-XUAHX,Male,0,Yes,No,71,No,27,37156
3689-MOZGR,Female,0,No,No,29,No,51,49906
4195-PNGZS,Male,0,Yes,Yes,69,No,15,77543
5003-XZWWO,Male,0,Yes,No,71,No,43,20613
3988-RQIXO,Female,1,No,No,1,Yes,65,11987
7622-FWGEW,Male,1,Yes,No,56,No,60,27107
6922-NCEDI,Male,0,No,Yes,56,No,54,79574
2514-GINMM,Male,0,No,No,1,Yes,20,30641
9891-NQDBD,Female,0,Yes,No,28,No,55,84770
6131-IUNXN,Female,0,Yes,Yes,19,No,17,89422
8548-AWOFC,Male,0,Yes,No,66,No,32,71876
9798-DRYDS,Female,0,Yes,Yes,17,No,27,45518
8532-UEFWH,Male,0,Yes,Yes,52,No,56,69739
6296-DDOOR,Female,0,No,No,19,No,55,11300
7951-VRDVK,Female,0,No,No,36,No,56,49298
5931-FLJJF,Male,1,Yes,No,7,Yes,63,11802
4815-YOSUK,Male,0,Yes,Yes,72,No,35,53091
2659-VXMWZ,Male,0,Yes,Yes,67,Yes,54,93971
0380-NEAVX,Male,1,No,No,34,No,64,49642
3207-OYBWH,Male,1,Yes,No,57,Yes,74,17191
4285-GYRQC,Female,0,Yes,No,7,Yes,32,22039
7216-EWTRS,Female,1,Yes,No,1,Yes,60,20688
4365-MSDYN,Male,0,Yes,No,8,No,36,35635
7036-TYDEC,Female,0,No,No,69,No,46,10153
5802-ADBRC,Female,0,Yes,No,50,No,53,39184
8076-FEZKJ,Male,0,No,No,10,No,43,65092
5197-YPYBZ,Female,0,Yes,Yes,12,No,42,25615
8337-MSSXB,Female,0,No,No,14,Yes,19,81870
4312-GVYNH,Female,0,Yes,No,70,No,36,54911
8495-LJDFO,Female,1,No,No,64,No,78,22707
0839-JTCUD,Female,0,Yes,Yes,66,No,57,16628
5494-WOZRZ,Female,0,Yes,Yes,71,No,44,36440
1302-UHBDD,Male,1,No,No,20,No,73,38187
2234-EOFPT,Male,0,Yes,No,72,No,47,93572
8619-IJNDK,Female,0,Yes,Yes,71,No,35,86653
8378-LKJAF,Male,0,Yes,Yes,38,No,33,64267
8182-BJDSI,Female,0,No,No,28,Yes,27,96366
2528-HFYZX,Male,1,Yes,No,17,Yes,67,86438
1153-GNOLC,Male,0,No,No,33,No,39,23090
3298-QEICA,Female,0,Yes,Yes,23,No,38,62449
0788-DXBFY,Male,0,Yes,Yes,58,No,43,82163
3597-YASZG,Female,1,Yes,No,70,No,72,59687
3496-LFSZU,Male,0,Yes,No,4,No,59,60156
5242-UOWHD,Male,0,Yes,Yes,45,No,48,37267
2482-CZGBB,Male,0,No,No,10,Yes,30,76954
6479-SZPLM,Male,0,Yes,Yes,36,No,37,92590
8097-VBQTZ,Male,0,No,No,54,No,25,45952
4500-HKANN,Male,0,Yes,Yes,23,No,34,23029
9917-KWRBE,Female,0,Yes,Yes,41,No,46,19982
3420-ZDBMA,Male,1,No,No,5,No,63,85074
2212-LYASK,Male,0,Yes,Yes,27,No,26,62754
1393-IMKZG,Female,0,No,No,1,No,34,10273
8069-RHUXK,Female,0,Yes,Yes,67,No,19,23568
3398-GCPMU,Female,1,Yes,Yes,72,No,77,27653
2908-WGAXL,Female,0,Yes,Yes,56,No,43,32325
3378-AJRAO,Male,0,Yes,Yes,44,No,18,16858
1013-QCWAM,Female,1,Yes,No,66,No,73,25256
0866-QLSIR,Female,0,No,No,34,Yes,35,67392
6050-FFXES,Female,0,Yes,No,69,No,58,60125
7181-BQYBV,Female,0,Yes,Yes,1,Yes,38,95699
0362-RAOQO,Female,0,No,No,40,No,26,81071
9554-DFKIC,Male,0,Yes,Yes,30,No,25,26589
5527-ACHSO,Female,0,No,No,11,No,15,50792
0829-DDVLK,Female,0,No,No,15,No,26,21339
1399-UBQIU,Male,0,No,No,11,No,57,31286
1813-JLKWR,Female,0,Yes,Yes,64,No,56,96001
0336-PIKEI,Male,1,Yes,No,72,No,75,26357
7322-OCWHC,Male,1,Yes,No,72,No,60,39750
9537-VHDTA,Female,0,No,Yes,1,No,35,68667
4957-TIALW,Female,0,No,Yes,15,No,59,24021
2054-PJOCK,Female,0,No,No,60,No,57,88847
9150-HEPMB,Male,0,No,No,56,No,15,35819
9030-QGZNL,Female,0,No,No,8,No,26,45846
6204-IEUXJ,Female,0,No,No,3,Yes,26,99481
3126-WQMGH,Female,0,Yes,No,49,No,15,98796
4529-CKBCL,Female,0,No,No,2,Yes,38,46114
2506-CLAKW,Female,0,No,No,6,Yes,15,42197
7176-WRTNX,Male,0,No,No,70,No,50,21004
1583-IHQZE,Male,0,No,No,12,Yes,54,11970
5732-IKGQH,Male,1,Yes,No,52,No,75,52451
9239-GZHZE,Female,0,Yes,No,72,No,31,89713
7205-BAIAD,Female,0,No,No,40,No,50,99492
0151-ONTOV,Female,0,No,No,1,Yes,33,80700
4140-MUHUG,Female,1,No,No,3,Yes,75,41094
0093-EXYQL,Female,1,No,No,40,No,70,90282
8064-RAVOH,Male,0,No,Yes,1,No,38,15284
0219-QAERP,Male,0,Yes,No,30,No,51,33873
0320-JDNQG,Male,0,Yes,Yes,23,Yes,58,18869
7180-PISOG,Male,0,Yes,Yes,1,Yes,52,43888
9168-INPSZ,Female,1,Yes,No,44,No,69,12005
3571-RFHAR,Male,0,No,No,65,Yes,54,62684
0015-UOCOJ,Female,1,No,No,7,No,76,72378
5334-AFQJB,Male,1,No,No,72,No,77,82777
2754-SDJRD,Female,1,No,No,8,No,76,13533
9578-VRMNM,Female,0,No,No,16,Yes,28,35705
1587-FKLZB,Male,1,Yes,Yes,66,Yes,76,86493
6140-QNRQQ,Male,0,No,No,1,Yes,49,25252
8963-JLGJT,Male,0,No,Yes,3,No,48,59678
4307-KTUMW,Male,0,Yes,No,53,Yes,44,14056
1465-LNTLJ,Male,1,Yes,No,8,No,60,89050
5440-FLBQG,Male,1,Yes,No,69,Yes,64,91582
2135-DQWAQ,Female,0,No,No,5,No,37,64611
4056-QHXHZ,Female,0,Yes,Yes,72,No,45,98222
7470-MCQTK,Female,0,Yes,No,13,Yes,45,39909
7488-MXJIV,Female,0,No,No,4,Yes,25,97671
7401-JIXNM,Female,0,Yes,Yes,54,No,20,39752
9339-FIIJL,Male,0,Yes,No,72,No,27,90947
2027-FECZV,Male,0,No,No,12,Yes,32,83160
2672-DZUOY,Male,0,No,No,1,Yes,52,90788
4706-DGAHW,Male,1,No,No,1,No,77,16076
3870-MQAMG,Female,0,Yes,No,54,Yes,39,70469
6670-MFRPK,Male,0,Yes,Yes,69,No,32,68879
6177-PEVRA,Female,0,No,No,48,No,59,49133
4800-CZMPC,Female,0,Yes,Yes,48,Yes,19,27287
4813-HQMGZ,Female,0,Yes,No,8,No,32,21645
7579-KKLOE,Male,0,Yes,Yes,71,No,21,41322
7377-DMMRI,Male,0,No,No,2,Yes,31,13380
8402-EIVQS,Male,0,Yes,No,67,No,37,78588
4947-DSMXK,Male,0,Yes,Yes,34,No,23,29689
7245-NIIWQ,Female,0,No,No,3,No,53,65789
0002-ORFBO,Female,0,Yes,Yes,9,No,23,61657
3324-OIRTO,Male,0,Yes,Yes,71,No,24,12802
5414-OFQCB,Male,0,No,No,57,No,45,92049
4967-WPNCF,Male,0,No,No,72,No,46,67965
8552-OBVRU,Female,1,Yes,Yes,48,No,64,97774
8499-BRXTD,Male,0,No,No,18,No,31,29433
9154-QDGTH,Male,0,Yes,Yes,43,No,57,86326
8197-BFWVU,Female,0,Yes,Yes,72,No,21,95591
2577-GVSIL,Male,0,Yes,Yes,35,No,31,75314
9367-OIUXP,Male,0,No,No,4,No,42,41236
6770-UAYGJ,Female,0,Yes,Yes,49,No,19,81232
6463-HHXJR,Female,0,Yes,Yes,71,No,37,14891
7928-VJYAB,Male,0,Yes,Yes,11,No,55,54237
1187-WILMM,Male,0,Yes,Yes,63,No,40,93112
9776-OJUZI,Female,1,No,No,65,No,78,28558
1306-RPWXZ,Female,0,No,Yes,49,No,16,66406
8949-JTMAY,Female,0,No,No,29,Yes,19,10353
2774-LVQUS,Female,1,Yes,No,15,Yes,72,53275
3097-PYWXL,Female,0,Yes,Yes,4,No,29,45141
2266-SJNAT,Female,0,Yes,No,72,No,17,56936
0869-PAPRP,Female,1,Yes,No,26,No,69,66879
4238-JSSWH,Female,1,Yes,No,35,No,68,44984
2972-YDYUW,Female,0,No,No,57,No,20,64800
1104-FEJAM,Male,0,Yes,Yes,28,No,39,90797
2809-ILCYT,Female,0,Yes,No,25,No,58,34877
5499-ECUTN,Female,0,Yes,No,47,No,17,74124
4981-FLTMF,Female,0,Yes,Yes,57,No,28,98896
9121-PHQSR,Male,1,Yes,No,16,No,72,35579
3113-IWHLC,Male,0,No,No,5,No,50,48116
3211-ILJTT,Male,0,Yes,No,17,Yes,33,50641
4612-THJBS,Female,1,No,No,56,Yes,63,61729
4277-BWBML,Male,0,Yes,Yes,72,No,29,43926
4094-NSEDU,Female,1,No,No,21,Yes,77,83924
0234-TEVTT,Female,0,Yes,Yes,48,No,39,50959
4304-TSPVK,Female,0,Yes,No,68,No,48,67077
1552-AAGRX,Female,0,No,No,30,No,27,37477
2637-FKFSY,Female,0,Yes,No,3,No,33,70576
9796-MVYXX,Female,1,No,No,14,No,79,44015
7874-ECPQJ,Female,0,No,Yes,4,No,51,38709
0020-INWCK,Female,0,Yes,Yes,71,No,53,89779
7089-RKVSZ,Male,0,Yes,Yes,8,No,54,96058
2683-JXWQQ,Male,0,Yes,Yes,61,No,55,80621
9548-ZMVTX,Male,0,Yes,Yes,72,No,47,52358
8739-XNIKG,Female,0,No,No,5,No,36,13498
9755-JHNMN,Female,0,No,No,49,No,56,13169
3981-QSVQI,Male,0,No,No,8,No,42,63379
2789-HQBOU,Male,0,No,No,3,No,40,80303
9424-CMPOG,Male,0,Yes,Yes,9,No,26,22412
5067-WJEUN,Male,0,Yes,Yes,67,No,44,62142
3450-WXOAT,Male,0,No,No,46,No,48,73279
9251-WNSOD,Female,0,Yes,No,67,No,30,36555
6974-DAFLI,Female,0,Yes,No,55,No,20,28159
2616-UUTFK,Male,0,Yes,No,33,No,51,42947
7064-JHXCE,Male,0,Yes,Yes,62,No,45,95608
5103-MHMHY,Female,0,No,Yes,1,Yes,19,25196
7989-AWGEH,Male,0,Yes,Yes,49,No,54,90919
4373-VVHQL,Male,0,No,No,1,No,47,59025
4559-UWIHT,Male,0,Yes,No,14,No,51,82812
7268-IGMFD,Male,1,No,No,18,No,70,75292
1846-XWOQN,Female,1,No,No,1,Yes,60,96188
0235-KGSLC,Female,0,No,No,1,Yes,21,65673
6650-BWFRT,Female,0,Yes,No,72,No,58,94573
9570-KYEUA,Male,0,No,No,64,No,16,89416
6993-YGFJV,Male,0,Yes,No,69,No,29,85134
2712-SYWAY,Female,0,No,No,1,No,29,94629
0730-BGQGF,Male,0,Yes,Yes,71,No,30,70277
5498-IBWPI,Female,0,Yes,Yes,66,No,46,98415
9101-NTIXF,Male,0,No,No,2,No,58,19028
0013-SMEOE,Female,1,Yes,No,71,No,60,56945
9314-QDMDW,Male,0,No,No,11,No,31,20652
9308-ANMVE,Male,0,No,Yes,47,No,59,17450
2884-GBPFB,Female,0,Yes,No,35,Yes,31,97363
3757-NJYBX,Male,1,Yes,No,32,Yes,73,44879
3413-DHLPB,Male,0,Yes,Yes,60,No,32,49282
7649-PHJVR,Male,0,No,No,11,No,26,56278
6114-TCFID,Female,0,No,No,29,No,49,95759
3787-TRIAL,Male,0,Yes,Yes,21,No,29,49961
2573-GYRUU,Male,1,Yes,No,48,No,75,84725
5156-UMKOW,Female,0,No,Yes,3,No,27,50869
1247-QBVSH,Female,0,Yes,Yes,43,No,54,86414
6734-GMPVK,Male,0,No,No,5,No,41,36871
9822-OAOVB,Female,0,No,No,1,No,55,83218
6161-ERDGD,Male,0,Yes,Yes,71,No,29,31350
1226-JZNKR,Female,0,Yes,Yes,8,No,27,19275
7318-EIVKO,Male,0,No,No,8,No,36,14532
3771-PZOBW,Male,0,No,No,20,No,19,40440
5136-KCKGI,Female,0,Yes,Yes,33,Yes,50,45415
